round,label,gr,exit_lag_rate,N_max,shape,aicc,loss,n_timepoints,converged,gr_loglin,gr_loglin_se,gr_max_sliding,t_exp_start,t_exp_end,doubling_time,R_squared,loglin_converged
1,Curve01237,0.2790772128727708,0.220422692386052,0.3448431485153067,2.5091132026867182,-314.61266210345667,1.96567702543902e-05,43,True,0.21270025352330493,0.012761317444476944,0.2434280767623728,6.5,9.5,3.258798092988635,0.9823201703912539,True
1,Curve00580,0.2420121539497919,0.2588561856280565,0.3247169862249603,3.218722466604395,-360.4438974835842,2.5265220291467857e-05,48,True,0.20326183057023464,0.010021927389991024,0.2346931850035889,6.5,9.5,3.410119738739816,0.9879908091225315,True
1,Curve00825,0.2551318667961116,0.2264001615739943,0.3303414822386302,2.9201131446004576,-312.5435690452598,2.1060338712454235e-05,43,True,0.19741380478249218,0.009603023697154218,0.23122160704746667,6.5,9.5,3.511138348828469,0.9883070827659673,True
1,Curve00168,0.2077219444556464,0.7585655446115792,0.3333665326946323,4.013921202300211,-301.8480009825503,4.22242371929677e-05,44,True,0.2055906206620397,0.009688839720629581,0.2394144734704885,5.5,8.5,3.371492232125588,0.9890172569842954,True
1,Curve01318,0.2584788687179381,0.2494784892182163,0.329271921198048,3.181872167362908,-334.0581949954077,5.369425281663623e-05,48,True,0.2123983808252816,0.01069571861998827,0.24786909338940047,6.5,9.5,3.263429682781464,0.9874796720877602,True
1,Curve00085,0.2195666998817058,0.4391598665578435,0.3363458794855004,3.2058247996469498,-316.7060821154576,2.6146137066214187e-05,44,True,0.1821767481097026,0.012208636781258518,0.22630331015856933,5.5,8.5,3.8048059796442746,0.9780378861766542,True
1,Curve00333,0.2136398233207312,0.3652391187079909,0.3356930808673531,3.872035768408026,-224.10048796477156,3.5542611793026266e-05,36,True,0.19256380991667846,0.008573318715801864,0.21684422574570766,6.0,9.0,3.5995713881017783,0.9901862387347884,True
1,Curve02384,0.2544681278560626,0.2390949561103178,0.3351260032951512,3.0671678394161197,-309.7503224104152,3.2723085348779115e-05,44,True,0.2036050900305446,0.009999109047904301,0.2388017087775033,6.5,9.5,3.404370590420702,0.9880845767882828,True
1,Curve02301,0.2667562435834357,0.2118079821704898,0.3327469431834385,2.895981885714066,-302.7874080826873,2.9154140830375846e-05,43,True,0.20004106418406353,0.010574732619553504,0.23880471162598588,6.5,9.5,3.465024460788514,0.9862201542696283,True
1,Curve01154,0.2401546785902101,0.3427094748156029,0.339300637407155,2.98605786128929,-296.64298807927213,2.504376544323377e-05,42,True,0.19733053401927342,0.010060584757639695,0.2345104569751184,6.0,9.0,3.5126200007761854,0.9871701993937604,True
1,Curve01728,0.2644592872630268,0.2436526542750705,0.3372231864087775,2.741276260329963,-300.94579800983286,2.1590473070136648e-05,42,True,0.2131837597908413,0.00750118198253954,0.23700104746422304,6.5,9.5,3.2514070548338454,0.9938476506416283,True
1,Curve01400,0.2287193514483248,0.3612290902677197,0.3388511071553663,3.805167512805317,-328.7617026793467,6.246674429028302e-05,48,True,0.21890497394213024,0.006618480731834794,0.23586488523968316,6.5,9.5,3.166429561089762,0.9954501729430016,True
1,Curve01563,0.2339319678320066,0.2785253948195847,0.3280075795536106,3.1461543179669147,-292.4155793263544,1.9865411968833837e-05,41,True,0.20112330311422583,0.008857674563773685,0.2274139130121276,6.5,9.5,3.4463792600217973,0.9903950935648307,True
1,Curve00990,0.3893058417888385,0.0533192993081405,0.3336967238398486,2.1438553702687515,-347.9764164363261,6.29421439886852e-05,50,True,0.18563686286003933,0.01293899813510948,0.23986500735859087,7.5,10.5,3.7338876012063547,0.97628519450096,True
1,Curve00415,0.3128765574676636,0.2353467549464219,0.357395809497229,2.3541295861359863,-208.00939231398905,7.154632651953624e-05,36,True,0.21103160011779915,0.02033584946315833,0.29774945732175995,6.0,9.0,3.2845658193987357,0.9556299996581936,True
1,Curve00497,0.3007442839917539,0.0517217899252106,0.3172335658605474,4.757261037628599,-203.3513150729028,0.0003584768086405,40,True,0.21471193175281506,0.00882904801141156,0.24204276680321707,9.0,12.0,3.228265774060121,0.9916164276691584,True
1,Curve02220,0.2523221703323101,0.2527956285843932,0.3289844892903387,3.1777933983946083,-307.641018397054,3.5027128727052416e-05,44,True,0.20884154340251398,0.009204893444014733,0.23699697693232896,6.5,9.5,3.319010045927487,0.9903799882302673,True
1,Curve01810,0.2770325227278325,0.2291363273767687,0.3407413452952063,2.358156858025978,-283.2010063898748,1.2183556750291725e-05,91,True,0.23157485494150584,0.002432168682554489,0.23524354530302222,8.0,11.5,2.9931884475757498,0.9993385934478813,True
1,Curve00908,0.2645335426245109,0.230716352496569,0.336702166102522,2.823253522623761,-307.94243371660144,2.4551249950151592e-05,43,True,0.2056808859393783,0.010343238186415271,0.24071516055327588,6.5,9.5,3.3700126163606723,0.9875135707717818,True
1,Curve01319,0.2790727501285127,0.2235654511048927,0.3347644503573195,2.8781142676906377,-334.5683719390513,5.291725609175503e-05,48,True,0.22229277291384208,0.014025972159573494,0.2596814161598942,6.5,9.5,3.1181723610447762,0.9804824594038141,True
1,Curve00251,0.2393144574153167,0.2849804393607056,0.2674704608780065,2.3584097812604297,-362.0749109685587,1.7600532247509803e-05,47,True,0.17080429226144883,0.013384407582989097,0.22536493363068855,6.0,9.0,4.058136779718335,0.9702122630354427,True
1,Curve01892,0.2748133362524279,0.2634127759323693,0.3551154900200431,2.4308406858577114,-276.3870619447831,1.5834039503935192e-05,91,True,0.24497080073084804,0.004046480622662483,0.25092609124871995,8.0,11.5,2.8295093884332494,0.9983655669675237,True
1,Curve01072,0.2587618795091373,0.2210596360176544,0.3348455486343067,2.768639694416956,-302.08847328774107,2.0756294706794947e-05,42,True,0.18975562303403995,0.00929966481694466,0.2258770408806063,6.5,9.5,3.6528413202047916,0.9881332767934317,True
1,Curve02138,0.3031412139407203,0.173929618830084,0.3447743244985605,2.22947483786616,-344.1104647850183,1.0801544285283451e-05,44,True,0.20273077630298683,0.011598672780329214,0.24001610752249714,6.5,9.5,3.4190525641948777,0.9838973621211469,True
1,Curve02548,0.3224951821836584,0.134260271938311,0.347072438230364,2.1849044335548875,-335.1303259115271,2.050302607394323e-05,45,True,0.2134440693157782,0.009803132642625754,0.24315361936292434,7.0,10.0,3.247441743319061,0.9895630156234031,True
1,Curve00662,0.174287124273538,0.1276763540479214,0.366142932744027,4.126861184821298,-313.38808847504697,9.691947158880948e-05,48,True,0.12062375738072958,0.014050860823861124,0.16756943471115857,7.0,10.0,5.746357066064002,0.936466550860552,True
1,Curve00169,0.2019751983293522,0.6250065707933794,0.334060397045706,3.857720909714164,-313.65439284482176,4.011279645301742e-05,45,True,0.20392858783775292,0.006706239696766743,0.22125284020140354,6.0,9.0,3.3989701390538647,0.994621886832383,True
1,Curve02385,0.3131215427925272,0.1904360043108979,0.3481522648693652,2.125820986163019,-312.3463257651211,3.009438950172081e-05,44,True,0.18218717583721888,0.017496204768501226,0.2617253640308519,6.0,9.0,3.8045882064677286,0.9559197996516917,True
1,Curve02302,0.2765929815831344,0.2115054994567634,0.3372791749350944,2.7479428982109946,-304.0600327734941,2.794326297768277e-05,43,True,0.2069705394106432,0.010622388235174939,0.2454386734581183,6.5,9.5,3.3490137414421848,0.9870008543324498,True
1,Curve01482,0.2514459155521949,0.1514996174247411,0.3252663943724731,2.9459705179870217,-332.625534487615,3.0759060370873144e-05,46,True,0.18670179529437803,0.0017218264356576704,0.1953822355336162,8.0,11.0,3.71258979843788,0.9995749234850498,True
1,Curve00744,0.2566328070209375,0.2210716048890726,0.3235967284199955,3.3141743654155875,-331.7141260692182,5.741349440044905e-05,48,True,0.19685143553774073,0.010549728986765362,0.23753647762436314,6.5,9.5,3.521169041345669,0.9858426155443252,True
1,Curve02056,0.2600200576435421,0.2034316847428281,0.33305515580134,2.93122951375636,-298.1686742403921,2.376027442799459e-05,42,True,0.19452311518362933,0.010087617559987723,0.2326672489906427,6.5,9.5,3.5633152384261177,0.9867320440036559,True
1,Curve00086,0.2162153393964458,0.4383361533696841,0.3355650446154662,3.39217177084668,-315.5662602320078,2.7125382287748575e-05,44,True,0.17901969366324122,0.012152975685801178,0.22394950320766185,5.5,8.5,3.871904628905483,0.9774762926418135,True
1,Curve01974,0.2280963469442182,0.3740961623182814,0.3320277295340967,2.863530959157012,-398.565992959442,8.501358974407891e-06,48,True,0.19624369074201967,0.011999710986869203,0.2356739236557444,6.0,9.0,3.5320737086582357,0.9816483087776242,True
1,Curve01646,0.3045002486158426,0.1549411895668009,0.3441780753010255,2.24139069245996,-296.3938690788967,1.723424427271604e-05,41,True,0.21141169831407844,0.008226068238809996,0.2374669894515159,7.0,10.0,3.278660481361768,0.9924868621617486,True
1,Curve02467,0.2500431676253106,0.2655636560682584,0.3310118682646448,3.0851515360969817,-309.8687908497295,3.259827067645303e-05,44,True,0.20722261387279825,0.008512745345650575,0.23482210097263645,6.5,9.5,3.3449398577002194,0.9916326905950525,True
1,Curve00826,0.2546888160522292,0.2323097099811451,0.3335424020351639,3.154534625095958,-300.8588530709821,3.108987247511948e-05,43,True,0.20318769470536505,0.010664357031057644,0.24211399763880995,6.5,9.5,3.411363968497464,0.9864136245072037,True
1,Curve01401,0.2261576870899861,0.3437113592153101,0.3292626246544148,3.997908353965495,-320.4486062920514,7.921386632945586e-05,48,True,0.21410601135726362,0.006767124330917454,0.2329521745964656,6.5,9.5,3.237401771981728,0.9950299956722739,True
1,Curve01238,0.2653488455218228,0.2264150956851822,0.3323308736557661,2.9436629523618345,-302.64218381467964,2.929561259839394e-05,43,True,0.20635019505793117,0.009599532390864857,0.24084580657330806,6.5,9.5,3.3590817802006425,0.9892950113138825,True
1,Curve01155,0.2347367517445713,0.3539368282271166,0.3408051686970991,3.0316556147439866,-301.093152501405,2.1481046033181732e-05,42,True,0.19596874278055024,0.010440495825891807,0.23134321937960994,6.0,9.0,3.5370292768380187,0.98600675208321,True
1,Curve00581,0.2416818289935585,0.2758518247434538,0.3233832033056442,3.4360919471728653,-341.3467900165787,4.360014167843623e-05,48,True,0.20859898632859447,0.009539082036262825,0.23772982560999784,6.5,9.5,3.322869361733469,0.9896523567422618,True
1,Curve00991,0.4102875688802556,0.0516394128676455,0.324639626581879,2.0498648829068715,-343.90041711412874,7.027232834391844e-05,50,True,0.1935660057560774,0.012604381171845681,0.24159607332291452,7.5,10.5,3.580934461361031,0.9792392192041606,True
1,Curve01975,0.2225998171472381,0.3594890883203966,0.3243949792361191,2.8767829003243963,-412.1073130874256,5.773804195540402e-06,48,True,0.1890504336711396,0.011571000417052101,0.22711092945606112,6.0,9.0,3.6664670220524385,0.9816135862997952,True
