ConditionID,"(NH4)2SO4
(mM)","Alanine
(mM)","AminobenzoicAcid
(mM)","Arginine/HCl
(mM)","Asparagine/H2O
(mM)","AsparticAcid
(mM)","CaCl2/2H2O
(mM)","CaSO4/2H2O
(mM)","CuSO4/5H2O
(mM)","Cystine/HCl/H2O
(mM)","FeSO4/7H2O
(mM)","FolicAcid
(mM)","Glucose
(mM)","GlutamicAcid/HCl
(mM)","Glutamine
(mM)","Glycine
(mM)","H3BO3
(mM)","Histidine/HCl/H2O
(mM)","Isoleucine
(mM)","K2HPO4
(mM)","KCl
(mM)","KH2PO4
(mM)",K_ref,"Leucine
(mM)","Lysine/HCl
(mM)","Methionine
(mM)","MgCl2/6H2O
(mM)","MgSO4/7H2O
(mM)","NH4Cl
(mM)",N_max,"Na2HPO4
(mM)","Na2MoO4/2H2O
(mM)","Na2S2O3/5H2O
(mM)","Na3C6H5O7/2H2O
(mM)","NaCl
(mM)","Phenylalanine
(mM)","Proline
(mM)","Pyridoxine
(mM)","Riboflavin
(mM)","Serine
(mM)","Thiamine/HCl
(mM)","Threonine
(mM)","Tryptophan
(mM)","Tyrosine
(mM)","Valine
(mM)","ZuSO4/7H2O
(mM)",exit_lag_rate,gr,r_ref,shape
Cond00879,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9071555555555556,0.002,2.0,2.0,0.01,1.0,10.0,0.9170839148415032,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.0,0.002,0.1,0.002,0.01,0.003769707857139867,0.548755614281394,0.7060971385737975,0.981668490213844
Cond00880,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9139333333333339,0.002,2.0,2.0,0.01,1.0,10.0,0.9238702064964703,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.002,0.002,0.1,0.002,0.01,0.004086839336899135,0.6129999379683203,0.7239963059269283,0.8491658468866761
Cond00881,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9089888888888891,0.002,2.0,2.0,0.01,1.0,10.0,0.9274401050069988,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.02,0.002,0.1,0.002,0.01,0.00621760659781613,0.5465011052793842,0.7349512923676385,0.9911639760966126
Cond00882,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.969988888888889,0.002,2.0,2.0,0.01,1.0,10.0,0.9994681378322576,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,2.0,0.002,0.1,0.002,0.01,0.004937205495922591,0.534092565419326,0.7173457078349856,1.144222996554885
Cond00883,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9187666666666667,0.002,2.0,2.0,0.01,1.0,10.0,0.9275692852522278,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.0,0.1,0.002,0.01,0.004531120892349276,0.5505942775848399,0.7526701626682425,0.9652199953978301
Cond00884,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.947488888888889,0.002,2.0,2.0,0.01,1.0,10.0,0.962045064942409,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.02,0.1,0.002,0.01,0.007083823467259851,0.5484463369773258,0.7862054733925806,0.9010518960050844
Cond00885,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9582111111111112,0.002,2.0,2.0,0.01,1.0,10.0,0.9784016405039417,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.2,0.1,0.002,0.01,0.006965458184599484,0.544476913562652,0.7938753386988588,0.9120148997872316
Cond00886,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.976933333333333,0.002,2.0,2.0,0.01,1.0,10.0,0.9984160726110862,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,2.0,0.1,0.002,0.01,0.00721663701318142,0.5402564842976991,0.7484882223814815,0.9109438450360143
Cond00887,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.8945444444444445,0.002,2.0,2.0,0.01,1.0,10.0,0.917882701735913,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.0,0.002,0.01,0.007126505762334898,0.5597739536884634,0.734264711977581,0.9299762161445853
Cond00888,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9061555555555558,0.002,2.0,2.0,0.01,1.0,10.0,0.9191330432497655,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.001,0.002,0.01,0.005874427682142334,0.5770651109244821,0.7328863027904716,0.9096571311953545
Cond00889,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9146555555555553,0.002,2.0,2.0,0.01,1.0,10.0,0.9349855463352613,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.01,0.002,0.01,0.007980396740979445,0.517213025232125,0.7434923152715538,1.0045206860102582
Cond00890,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9287666666666663,0.002,2.0,2.0,0.01,1.0,10.0,0.9449552550355205,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.805,0.002,0.01,0.006628991736292627,0.5585455056186837,0.7420963239381462,0.917493104731871
Cond00891,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9100999999999999,0.002,2.0,2.0,0.01,1.0,10.0,0.9206097094683362,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.0,0.01,0.0075399388487796025,0.5230324148186907,0.7547152307636753,1.02568339532788
Cond00892,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9242666666666667,0.002,2.0,2.0,0.01,1.0,10.0,0.9395251816678015,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.02,0.01,0.00706595599229813,0.5872576569852345,0.7656969053591378,0.8706442708008186
Cond00893,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9154888888888889,0.002,2.0,2.0,0.01,1.0,10.0,0.941066475262207,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.2,0.01,0.0038832834396769645,0.5545867936415596,0.7123630624511781,1.0250835126785411
Cond00894,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.8420444444444444,0.002,2.0,2.0,0.01,1.0,10.0,0.868408250182053,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,2.0,0.01,0.0071509357411451225,0.5723433902850257,0.7510556256279544,1.0476270929708027
Cond00895,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.0,77.0,0.9104333333333336,0.002,2.0,2.0,0.01,1.0,10.0,0.9273744781563528,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.0064505180441429754,0.5873830037585226,0.744972594000203,0.8808825745273312
Cond00896,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.2,77.0,0.9100444444444443,0.002,2.0,2.0,0.01,1.0,10.0,0.9297678004248799,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005621061164518172,0.598218391676191,0.7492486928076135,0.8623455843056331
Cond00897,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,2.0,77.0,0.927988888888889,0.002,2.0,2.0,0.01,1.0,10.0,0.947111294301529,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.0061242694684624215,0.5848011299304638,0.7247592321222763,0.9050845822962853
Cond00898,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,20.0,77.0,0.9215999999999998,0.002,2.0,2.0,0.01,1.0,10.0,0.9512621927528772,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006613160168305379,0.6262652312207253,0.7120052968443573,0.8832463330496696
Cond00899,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.916711111111111,0.002,2.0,2.0,0.01,1.0,10.0,0.9256564585104733,63.45,0.01,5.0,0.2,0.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006908284133938774,0.5833242404982164,0.769031384365164,0.9085455473076968
Cond00900,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9289333333333332,0.002,2.0,2.0,0.01,1.0,10.0,0.9384589867804487,63.45,0.01,5.0,0.2,0.01,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.007410873296564293,0.5909652181705678,0.7708568219307739,0.8676177473155567
Cond00901,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9336555555555557,0.002,2.0,2.0,0.01,1.0,10.0,0.939124817640675,63.45,0.01,5.0,0.2,0.1,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006030363916724353,0.5759697476315514,0.734273866612814,0.8491542156272425
Cond00902,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9353222222222219,0.002,2.0,2.0,0.01,1.0,10.0,0.9408451219766962,63.45,0.01,5.0,0.2,1.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.007291336403734725,0.5560713302845579,0.7754622704210623,0.9397102873840608
Cond00903,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.21348888888888878,0.002,2.0,2.0,0.01,0.0002,10.0,0.28506105981837726,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.02306760386548623,0.2451344773364479,0.7561123406269155,11.630563645416157
Cond00904,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.40787777777777773,0.002,2.0,2.0,0.01,0.01,10.0,0.4696962341845113,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.008441332393564965,0.4032906498639674,0.753888871309347,3.2225711953645386
Cond00905,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.7452666666666663,0.002,2.0,2.0,0.01,0.1,10.0,0.7913777374516752,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.004903058240213632,0.5531747821987103,0.7720757320933822,1.3891143708770448
Cond00906,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.8965833333333332,0.002,2.0,2.0,0.01,10.0,10.0,0.9274656827435899,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.004073119553158724,0.7083813525047564,0.7663372445627407,0.7187824022869405
Cond00907,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9082111111111109,0.002,2.0,2.0,0.0,1.0,10.0,0.9231451310482238,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005847254830756472,0.5820338820705575,0.7578769121198388,0.9575031784036364
Cond00908,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9091555555555553,0.002,2.0,2.0,0.1,1.0,10.0,0.9292704811613467,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005572453724509555,0.5635955716118786,0.7748329366062158,0.9448114059437924
Cond00909,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.8996555555555558,0.002,2.0,2.0,1.0,1.0,10.0,0.9130888008492859,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.0062998420466942985,0.5342008883873288,0.7706513858439556,1.0922127112709152
Cond00910,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.8893222222222223,0.002,2.0,2.0,10.0,1.0,10.0,0.921806260441591,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.004235800120221605,0.6403138023326428,0.7582344214952788,0.8358117322592693
Cond00911,10.0,0.2,0.01,2.0,0.002,0.002,0.0,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.909433333333333,0.002,2.0,2.0,0.01,1.0,10.0,0.930405832480694,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.004504986014635736,0.629915142882003,0.7548346357201581,0.8309826938685324
Cond00912,10.0,0.2,0.01,2.0,0.002,0.002,0.01,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9227666666666668,0.002,2.0,2.0,0.01,1.0,10.0,0.9437804152948956,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.004948119793025102,0.5867122606671911,0.7725236394451762,0.8637132855700282
Cond00913,10.0,0.2,0.01,2.0,0.002,0.002,0.1,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9340444444444446,0.002,2.0,2.0,0.01,1.0,10.0,0.9511746807486657,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005164393920665795,0.5784427467570037,0.7662586217200582,0.9243314583115091
Cond00914,10.0,0.2,0.01,2.0,0.002,0.002,1.0,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9630444444444441,0.002,2.0,2.0,0.01,1.0,10.0,0.9778927029787634,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006879052977309128,0.5201515574990355,0.7470280637229826,1.1203427487781927
Cond00915,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9243222222222222,0.002,2.0,2.0,0.01,1.0,10.0,0.9327581373772169,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006790641247697674,0.5464691773380594,0.7725524295634147,0.9681755576595796
Cond00916,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9483777777777777,0.002,2.0,2.0,0.01,1.0,10.0,0.9615925002436396,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006808879330404822,0.5491581754470047,0.7564162915165629,0.9365414427651315
Cond00917,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.05,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9522111111111111,0.002,2.0,2.0,0.01,1.0,10.0,0.9692565623561692,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005469184380038612,0.599142073354412,0.7836660754031824,0.8519482131828412
Cond00918,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.5,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.960988888888889,0.002,2.0,2.0,0.01,1.0,10.0,1.0048780335709324,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006418448117599947,0.6115420056966429,0.771168736037198,0.8581771482210886
Cond00919,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9424333333333335,0.002,2.0,2.0,0.01,1.0,10.0,0.941315964871639,63.45,0.01,5.0,0.0,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.0064454329533593984,0.5548121731176465,0.7503293292036148,0.9400362514437162
Cond00920,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9375444444444445,0.002,2.0,2.0,0.01,1.0,10.0,0.9382880824420256,63.45,0.01,5.0,0.002,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.008581536998269615,0.4869860502505554,0.7569475508564943,1.128688936576566
Cond00921,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9264888888888885,0.002,2.0,2.0,0.01,1.0,10.0,0.9347423030563243,63.45,0.01,5.0,0.02,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.00544294500836161,0.5778746856262719,0.7703308602398802,0.9084129431640307
Cond00922,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9334888888888889,0.002,2.0,2.0,0.01,1.0,10.0,0.9444402974467658,63.45,0.01,5.0,2.0,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005622100685559664,0.5538364893915164,0.74802639132617,0.9088420071949245
Cond00923,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9382111111111109,0.002,2.0,2.0,0.01,1.0,10.0,0.9535214765992143,63.45,0.01,0.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005136758235825132,0.6101145575719077,0.7345896625392103,0.7927671735735999
Cond00924,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9324888888888889,0.002,2.0,2.0,0.01,1.0,10.0,0.9488878043774148,63.45,0.01,0.05,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005782395801222458,0.5932655011886893,0.7453540116360515,0.8555906626208826
Cond00925,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9353222222222222,0.002,2.0,2.0,0.01,1.0,10.0,0.9488266812945886,63.45,0.01,0.5,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005670947209167964,0.6134094048153248,0.7633885517889879,0.8170635757162198
Cond00926,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9160444444444441,0.002,2.0,2.0,0.01,1.0,10.0,0.9202514694800935,63.45,0.01,50.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.004595365067643004,0.5037345016585063,0.6992641261521073,1.0141984080590694
Cond00927,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.0,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.7764333333333331,0.002,2.0,2.0,0.01,1.0,10.0,0.7322897109134464,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006722906760775773,0.4956824471764382,0.736489201735318,1.0635492237425344
Cond00928,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,5.0e-5,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.740711111111111,0.002,2.0,2.0,0.01,1.0,10.0,0.7486766548076998,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.0062279778415254535,0.4857736779726086,0.7279858672200631,1.2188983383356147
Cond00929,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.0005,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.8756555555555555,0.002,2.0,2.0,0.01,1.0,10.0,0.8861292563919284,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.0058748368098266385,0.5086748365376295,0.7244228280710115,1.0956549485289857
Cond00930,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.001,0.002,0.005,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9414333333333335,0.002,2.0,2.0,0.01,1.0,10.0,0.9627472949831023,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.006934547049686694,0.5450057802473139,0.7373010764161833,0.9474851075568682
Cond00931,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,0.0,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9166000000000002,0.002,2.0,2.0,0.01,1.0,10.0,0.9416369218212903,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005597531389965591,0.5765077740378162,0.7338844403058933,0.895789926519105
Cond00932,10.0,0.2,0.01,2.0,0.002,0.002,0.001,0.0005,1.0e-6,0.002,0.05,5.0e-6,200.0,0.2,0.2,0.002,0.0008,0.2,0.2,123.0,0.02,77.0,0.9263222222222223,0.002,2.0,2.0,0.01,1.0,10.0,0.9636132909560658,63.45,0.01,5.0,0.2,10.0,0.2,0.002,0.0002,5.0e-5,0.002,0.0001,0.2,0.002,0.1,0.002,0.01,0.005317948783977406,0.5818274351105939,0.7244641513897871,0.8694521499286576
