ConditionID,"(NH4)2SO4
(mM)","Alanine
(mM)","AminobenzoicAcid
(mM)","Arginine/HCl
(mM)","Asparagine/H2O
(mM)","AsparticAcid
(mM)","CaCl2/2H2O
(mM)","CaSO4/2H2O
(mM)","CuSO4/5H2O
(mM)","Cystine/HCl/H2O
(mM)","FeSO4/7H2O
(mM)","FolicAcid
(mM)","Glucose
(mM)","GlutamicAcid/HCl
(mM)","Glutamine
(mM)","Glycine
(mM)","H3BO3
(mM)","Histidine/HCl/H2O
(mM)","Isoleucine
(mM)","K2HPO4
(mM)","KCl
(mM)","KH2PO4
(mM)",K_ref,"Leucine
(mM)","Lysine/HCl
(mM)","Methionine
(mM)","MgCl2/6H2O
(mM)","MgSO4/7H2O
(mM)","NH4Cl
(mM)",N_max,"Na2HPO4
(mM)","Na2MoO4/2H2O
(mM)","Na2S2O3/5H2O
(mM)","Na3C6H5O7/2H2O
(mM)","NaCl
(mM)","Phenylalanine
(mM)","Proline
(mM)","Pyridoxine
(mM)","Riboflavin
(mM)","Serine
(mM)","Thiamine/HCl
(mM)","Threonine
(mM)","Tryptophan
(mM)","Tyrosine
(mM)","Valine
(mM)","ZuSO4/7H2O
(mM)",exit_lag_rate,gr,r_ref,shape
Cond00162,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,0.0,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26409999999999995,0.02,0.02,0.02,0.1,0.1,1.0,0.3427892208290873,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.22600299539458804,0.2752279947821846,1.1480089709532737,2.679939103291505
Cond00163,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-6,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.25823888888888885,0.02,0.02,0.02,0.1,0.1,1.0,0.3349299295800378,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2303554678904238,0.2641756546464056,1.231280487853458,2.8629075851001864
Cond00164,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,0.0005,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2569055555555554,0.02,0.02,0.02,0.1,0.1,1.0,0.33418763477702984,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.23352959769002835,0.2642167052257112,1.199731413987709,2.8254190113849704
Cond00165,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,0.005,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2639055555555554,0.02,0.02,0.02,0.1,0.1,1.0,0.3401994766204299,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.23112433094181448,0.2773968332008308,1.2238921814350547,2.677157788555125
Cond00166,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2601833333333332,0.02,0.02,0.02,0.1,0.1,1.0,0.33561621619053006,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2420417891560338,0.2632685668024358,1.250609910520386,2.8511923490476474
Cond00167,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26260000000000017,0.02,0.02,0.02,0.1,0.1,1.0,0.33651928215145793,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,5.0e-5,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2502306042553085,0.2685343016357356,1.2105529240696553,2.858028049764771
Cond00168,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.25946111111111125,0.02,0.02,0.02,0.1,0.1,1.0,0.33631081151493736,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.23016068425903363,0.2686395067992647,1.2546658989853523,2.7673109841008103
Cond00169,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26476666666666665,0.02,0.02,0.02,0.1,0.1,1.0,0.34315904801307406,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.05,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.24332910235386448,0.2635067694717425,1.268615995396455,2.787847543594054
Cond00170,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.0,0.02,0.02,61.5,0.2,22.0,0.2618777777777778,0.02,0.02,0.02,0.1,0.1,1.0,0.33679389905005697,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.23005802093717925,0.2629727550082925,1.1786829246582124,2.9309015869483477
Cond00171,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.0008,0.02,0.02,61.5,0.2,22.0,0.2625916666666668,0.02,0.02,0.02,0.1,0.1,1.0,0.33793732358089745,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2513960633351508,0.25727497243536135,1.2437567908513458,3.0682174538111995
Cond00172,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.08,0.02,0.02,61.5,0.2,22.0,0.2644055555555554,0.02,0.02,0.02,0.1,0.1,1.0,0.33965944946262927,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2424171464832679,0.2667587672162738,1.1892749142108296,2.8677456846783445
Cond00173,1.0,0.02,0.001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.8,0.02,0.02,61.5,0.2,22.0,0.26398888888888883,0.02,0.02,0.02,0.1,0.1,1.0,0.3386535936397879,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.1556261099326977,0.30461225690568555,1.1995504473446263,2.464519957066596
Cond00174,1.0,0.02,0.0,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.25979444444444444,0.02,0.02,0.02,0.1,0.1,1.0,0.33352096807134723,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2750388348292581,0.24932494278446324,1.279472781824432,3.153117621377025
Cond00175,1.0,0.02,0.0001,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.26151666666666645,0.02,0.02,0.02,0.1,0.1,1.0,0.33654787794890023,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2788796453099423,0.2580243640416058,1.20814669848497,2.993445088648052
Cond00176,1.0,0.02,0.01,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.27329444444444434,0.02,0.02,0.02,0.1,0.1,1.0,0.34528483661576204,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.26767721655894827,0.272197348691448,1.1685634098531406,2.8871602820171898
Cond00177,1.0,0.02,0.1,0.02,0.02,0.02,0.01,0.005,1.0e-5,0.02,0.0005,5.0e-5,2.0,0.02,0.02,0.02,0.008,0.02,0.02,61.5,0.2,22.0,0.2666277777777777,0.02,0.02,0.02,0.1,0.1,1.0,0.3429782217362719,42.3,0.001,0.5,0.02,0.1,0.02,0.02,0.002,0.0005,0.02,0.001,0.02,0.02,0.01,0.02,0.0001,0.2426860140657182,0.2652422772214159,1.2297728004579471,2.7949598096109316
Cond00178,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,0.0615,2.0,11.0,0.0,0.2,0.002,0.02,0.0,10.0,0.0,1.1804337193812906,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,8.499554515895182,5.023844523719875,0.0,9.524379847075432
Cond00179,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12589608585858583,0.2,0.002,0.02,0.0,10.0,0.0,0.19822153759134672,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.13543597871900012,0.2629001788002306,0.6368796085778846,10.962718669226424
Cond00180,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,61.5,2.0,11.0,0.1278777777777778,0.2,0.002,0.02,0.0,10.0,0.0,0.20228935298845868,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.07312296919343107,0.21806528122745406,0.6226458623699765,12.08991022852518
Cond00181,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,92.25,2.0,11.0,0.13262777777777782,0.2,0.002,0.02,0.0,10.0,0.0,0.20881433942633698,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.0658775620222639,1.0329415914768092,0.594810003141924,13.340473621672457
Cond00182,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,123.0,2.0,11.0,0.12598888888888884,0.2,0.002,0.02,0.0,10.0,0.0,0.20061020885570405,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.049860339653154825,0.1843184426237284,0.6239143027016864,20.731901747883995
Cond00183,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,0.0385,0.12835,0.2,0.002,0.02,0.0,10.0,0.0,0.19910399627985653,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.05137365001501368,0.2807319794496858,0.6462438582604795,5.2710277445474185
Cond00184,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,22.0,0.12473888888888886,0.2,0.002,0.02,0.0,10.0,0.0,0.19594131749397425,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.05377885606173883,0.2551710798434438,0.616661340286515,14.474655958747153
Cond00185,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,38.5,0.12373888888888901,0.2,0.002,0.02,0.0,10.0,0.0,0.19721973086331512,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.06794816896209306,0.21081694761264572,0.5976787628220989,16.410047809395717
Cond00186,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,77.0,0.1108222222222222,0.2,0.002,0.02,0.0,10.0,0.0,0.18590992353129873,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.04320793130752601,0.15593437941775096,0.49916278346646564,21.36069034664852
Cond00187,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.10073888888888899,0.2,0.002,0.02,0.0,10.0,0.0,0.1833722655235616,0.0,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.39504960725564264,0.13282737862240698,1.0687992234937096,8.52368659775134
Cond00188,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.11573888888888893,0.2,0.002,0.02,0.0,10.0,0.0,0.19018872342623103,21.15,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.39795570968158234,0.12535514788763974,1.2154951037760486,11.950535015054292
Cond00189,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12901666666666664,0.2,0.002,0.02,0.0,10.0,0.0,0.20307164885316575,42.3,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.20351033341400834,0.18590766598908648,0.9270044525036959,9.121942941062558
Cond00190,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.15535000000000002,0.2,0.002,0.02,0.0,10.0,0.0,0.2154291187409588,63.45,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.25180373176599274,0.22357913930918935,0.9455735750596695,7.281114423256288
Cond00191,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.02,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1097388888888888,0.2,0.002,0.02,0.0,10.0,0.0,0.18395270871836863,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.06625316587503086,0.14949063140130003,0.6636279537963059,24.247922880349474
Cond00192,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,2.0,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1761833333333333,0.2,0.002,0.02,0.0,10.0,0.0,0.2522574830278198,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.05149555460426007,0.2895835224820878,0.8546598433756017,3.383027517199823
Cond00193,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,20.0,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.29173888888888855,0.2,0.002,0.02,0.0,10.0,0.0,0.3501280057046683,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.05990588527049518,0.32164066475080866,0.783557618211813,1.180123223450048
Cond00194,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,200.0,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.22787777777777776,0.2,0.002,0.02,0.0,10.0,0.0,0.29013617466816294,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.011473924520561198,0.4430658880872612,0.6822250328806181,1.459268082511083
Cond00195,0.015,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.11957222222222225,0.2,0.002,0.02,0.0,10.0,0.0,0.1973570440785319,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.17131441323624894,0.20309714987248195,0.9018352437050263,5.141990214459469
Cond00196,0.115,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12687777777777776,0.2,0.002,0.02,0.0,10.0,0.0,0.20385897644082654,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.13612817499254878,0.2460025962594269,0.9077395512458342,4.241790053402768
Cond00197,1.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1256833333333333,0.2,0.002,0.02,0.0,10.0,0.0,0.20032014276902113,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.15568501472339513,0.22819487225210697,0.9087044866931002,4.591090696857005
Cond00198,10.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.127425,0.2,0.002,0.02,0.0,10.0,0.0,0.20354732874296633,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.16611319104673294,0.2254473203458198,0.9625195707522969,4.642529954249587
Cond00199,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1272305555555555,0.2,0.002,0.02,0.0,10.0,0.1,0.19813600691920683,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.04970913759905127,0.300224410266285,0.6434581089635616,9.740210305397362
Cond00200,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12432222222222235,0.2,0.002,0.02,0.0,10.0,1.0,0.19548070428479056,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.04417868917453421,0.28765657263758254,0.620698647914214,6.165181227422303
Cond00201,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12518333333333329,0.2,0.002,0.02,0.0,10.0,10.0,0.19640029624841338,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.05813819838343268,0.2497394480514008,0.6209023497699895,10.752362160216185
Cond00202,100.0,0.002,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1414055555555556,0.2,0.002,0.02,0.0,10.0,100.0,0.21488664425732318,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.03835123922900731,0.1981147169258527,0.5755384606615097,16.68003083478032
Cond00203,100.0,0.0,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12396111111111112,0.2,0.002,0.02,0.0,10.0,0.0,0.1962618478910264,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.08764747028893846,0.18553687835244728,0.6310335139429335,15.144234519357642
Cond00204,100.0,0.02,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.127211111111111,0.2,0.002,0.02,0.0,10.0,0.0,0.20846772600089286,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.09842476270091753,0.18459953323051692,0.6403352642345537,11.434301553755507
Cond00205,100.0,0.2,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.13860000000000003,0.2,0.002,0.02,0.0,10.0,0.0,0.21209918463406258,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.11074731731226271,0.20650922464353935,0.7262378430759209,8.867132355023664
Cond00206,100.0,2.0,0.0,0.02,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1757666666666667,0.2,0.002,0.02,0.0,10.0,0.0,0.2516320807376729,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.09848241696628687,0.24385832836550797,0.8465656576331901,3.893625743059841
Cond00207,100.0,0.002,0.0,0.0,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12218333333333344,0.2,0.002,0.02,0.0,10.0,0.0,0.19410351164172923,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.09899065220099329,0.1747856638321793,0.6515178424738423,15.236420711106234
Cond00208,100.0,0.002,0.0,0.002,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1203777777777777,0.2,0.002,0.02,0.0,10.0,0.0,0.19329885950558523,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.07374579449673561,0.18583734338629795,0.6206761649163008,15.729212895129072
Cond00209,100.0,0.002,0.0,0.2,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1255444444444445,0.2,0.002,0.02,0.0,10.0,0.0,0.19868183191459507,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.09217822782619924,0.17646385103127762,0.65780291415116,13.246164763636893
Cond00210,100.0,0.002,0.0,2.0,2.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12932222222222217,0.2,0.002,0.02,0.0,10.0,0.0,0.20438085605664824,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.10264308876607196,0.17855283288358573,0.6470282754398504,14.737184667079257
Cond00211,100.0,0.002,0.0,0.02,0.0,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12382222222222225,0.2,0.002,0.02,0.0,10.0,0.0,0.1955381138428707,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.06113032897032015,0.2949285104309158,0.628892109514748,10.952339299891197
Cond00212,100.0,0.002,0.0,0.02,0.002,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12043333333333342,0.2,0.002,0.02,0.0,10.0,0.0,0.19213324224131656,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.07875626368126448,0.23347383153494639,0.6425712490476216,12.736558610638971
Cond00213,100.0,0.002,0.0,0.02,0.02,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12221111111111112,0.2,0.002,0.02,0.0,10.0,0.0,0.19216684770955106,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.07660793423708204,0.3004346319531479,0.6193316348747198,13.848432427271481
Cond00214,100.0,0.002,0.0,0.02,0.2,2.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.1256555555555556,0.2,0.002,0.02,0.0,10.0,0.0,0.19607619737652163,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.06626656437321331,0.23170027881950706,0.6255235854642753,11.41108642636742
Cond00215,100.0,0.002,0.0,0.02,2.0,0.0,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12676666666666672,0.2,0.002,0.02,0.0,10.0,0.0,0.20344932067576138,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.05282730973115285,0.20647966388515893,0.6329992503126843,11.8886969709399
Cond00216,100.0,0.002,0.0,0.02,2.0,0.002,0.1,0.5,1.0e-6,0.02,0.0,0.0005,0.22,0.0,0.02,0.2,0.8,2.0,0.02,30.75,2.0,11.0,0.12204444444444446,0.2,0.002,0.02,0.0,10.0,0.0,0.19380775351749305,84.6,0.0001,0.05,0.02,0.01,2.0,0.0,0.002,0.0,0.2,0.1,0.02,0.2,0.01,0.0,0.0,0.06368914925483392,0.20745176065765086,0.609833388354408,20.87861029701522
