Curve00001,g,,,,,
Curve00002,g,,,,,
Curve00003,g,,,,,
Curve00004,g,,,,,
Curve00005,g,,,,,
Curve00006,g,,,,,
Curve00007,g,,,,,
Curve00008,g,,,,,
Curve00009,g,,,,,
Curve00010,g,,,,,
Curve00011,g,,,,,
Curve00012,g,,,,,
Curve00013,g,,,,,
Curve00014,g,,,,,
Curve00015,g,,,,,
Curve00016,g,,,,,
Curve00017,g,,,,,
Curve00018,g,,,,,
Curve00019,g,,,,,
Curve00020,g,,,,,
Curve00021,g,,,,,
Curve00022,g,,,,,
Curve00023,g,,,,,
Curve00024,g,,,,,
Curve00025,g,,,,,
Curve00026,g,,,,,
Curve00027,g,,,,,
Curve00028,g,,,,,
Curve00029,g,,,,,
Curve00030,g,,,,,
Curve00031,g,,,,,
Curve00032,g,,,,,
Curve00033,g,,,,,
Curve00034,g,,,,,
Curve00035,g,,,,,
Curve00036,g,,,,,
Curve00037,g,,,,,
Curve00038,g,,,,,
Curve00039,g,,,,,
Curve00040,g,,,,,
Curve00041,g,,,,,
Curve00042,g,,,,,
Curve00043,g,,,,,
Curve00044,g,,,,,
Curve00045,g,,,,,
Curve00046,g,,,,,
Curve00047,g,,,,,
Curve00048,g,,,,,
Curve00049,g,,,,,
Curve00050,g,,,,,
Curve00051,g,,,,,
Curve00052,g,,,,,
Curve00053,g,,,,,
Curve00054,g,,,,,
Curve00055,g,,,,,
Curve00056,g,,,,,
Curve00057,g,,,,,
Curve00058,g,,,,,
Curve00059,g,,,,,
Curve00060,g,,,,,
Curve00061,g,,,,,
Curve00062,g,,,,,
Curve00063,g,,,,,
Curve00064,g,,,,,
Curve00065,g,,,,,
Curve00066,g,,,,,
Curve00067,g,,,,,
Curve00068,g,,,,,
Curve00069,g,,,,,
Curve00070,g,,,,,
Curve00071,g,,,,,
Curve00072,g,,,,,
Curve00073,g,,,,,
Curve00074,g,,,,,
Curve00075,g,,,,,
Curve00076,g,,,,,
Curve00077,g,,,,,
Curve00078,g,,,,,
Curve00079,g,,,,,
Curve00080,g,,,,,
Curve00081,g,,,,,
Curve00082,g,,,,,
Curve00083,g,,,,,
Curve00084,g,,,,,
Curve00085,g,,,,,
Curve00086,g,,,,,
Curve00087,g,,,,,
Curve00088,g,,,,,
Curve00089,g,,,,,
Curve00090,g,,,,,
Curve00091,g,,,,,
Curve00092,g,,,,,
Curve00093,g,,,,,
Curve00094,g,,,,,
Curve00095,g,,,,,
Curve00096,g,,,,,
Curve00097,g,,,,,
Curve00098,g,,,,,
Curve00099,g,,,,,
Curve00100,g,,,,,
Curve00101,g,,,,,
Curve00102,g,,,,,
Curve00103,g,,,,,
Curve00104,g,,,,,
Curve00105,g,,,,,
Curve00106,g,,,,,
Curve00107,g,,,,,
Curve00108,g,,,,,
Curve00109,g,,,,,
Curve00110,g,,,,,
Curve00111,g,,,,,
Curve00112,g,,,,,
Curve00113,g,,,,,
Curve00114,g,,,,,
Curve00115,g,,,,,
Curve00116,g,,,,,
Curve00117,g,,,,,
Curve00118,g,,,,,
Curve00119,g,,,,,
Curve00120,g,,,,,
Curve00121,g,,,,,
Curve00122,g,,,,,
Curve00123,g,,,,,
Curve00124,g,,,,,
Curve00125,g,,,,,
Curve00126,g,,,,,
Curve00127,g,,,,,
Curve00128,g,,,,,
Curve00129,g,,,,,
Curve00130,g,,,,,
Curve00131,g,,,,,
Curve00132,g,,,,,
Curve00133,g,,,,,
Curve00134,g,,,,,
Curve00135,g,,,,,
Curve00136,g,,,,,
Curve00137,g,,,,,
Curve00138,g,,,,,
Curve00139,g,,,,,
Curve00140,g,,,,,
Curve00141,g,,,,,
Curve00142,g,,,,,
Curve00143,g,,,,,
Curve00144,g,,,,,
Curve00145,g,,,,,
Curve00146,g,,,,,
Curve00147,g,,,,,
Curve00148,g,,,,,
Curve00149,g,,,,,
Curve00150,g,,,,,
Curve00151,g,,,,,
Curve00152,g,,,,,
Curve00153,g,,,,,
Curve00154,g,,,,,
Curve00155,g,,,,,
Curve00156,g,,,,,
Curve00157,g,,,,,
Curve00158,g,,,,,
Curve00159,g,,,,,
Curve00160,g,,,,,
Curve00161,g,,,,,
Curve00162,g,,,,,
Curve00163,g,,,,,
Curve00164,g,,,,,
Curve00165,g,,,,,
Curve00166,g,,,,,
Curve00167,g,,,,,
Curve00168,g,,,,,
Curve00169,g,,,,,
Curve00170,g,,,,,
Curve00171,g,,,,,
Curve00172,g,,,,,
Curve00173,g,,,,,
Curve00174,g,,,,,
Curve00175,g,,,,,
Curve00176,g,,,,,
Curve00177,g,,,,,
Curve00178,g,,,,,
Curve00179,g,,,,,
Curve00180,g,,,,,
Curve00181,g,,,,,
Curve00182,g,,,,,
Curve00183,g,,,,,
Curve00184,g,,,,,
Curve00185,g,,,,,
Curve00186,g,,,,,
Curve00187,g,,,,,
Curve00188,g,,,,,
Curve00189,g,,,,,
Curve00190,g,,,,,
Curve00191,g,,,,,
Curve00192,g,,,,,
Curve00193,g,,,,,
Curve00194,g,,,,,
Curve00195,g,,,,,
Curve00196,g,,,,,
Curve00197,g,,,,,
Curve00198,g,,,,,
Curve00199,g,,,,,
Curve00200,g,,,,,
Curve00201,g,,,,,
Curve00202,g,,,,,
Curve00203,g,,,,,
Curve00204,g,,,,,
Curve00205,g,,,,,
Curve00206,g,,,,,
Curve00207,g,,,,,
Curve00208,g,,,,,
Curve00209,g,,,,,
Curve00210,g,,,,,
Curve00211,g,,,,,
Curve00212,g,,,,,
Curve00213,g,,,,,
Curve00214,g,,,,,
Curve00215,g,,,,,
Curve00216,g,,,,,
Curve00217,g,,,,,
Curve00218,g,,,,,
Curve00219,g,,,,,
Curve00220,g,,,,,
Curve00221,g,,,,,
Curve00222,g,,,,,
Curve00223,g,,,,,
Curve00224,g,,,,,
Curve00225,g,,,,,
Curve00226,g,,,,,
Curve00227,g,,,,,
Curve00228,g,,,,,
Curve00229,g,,,,,
Curve00230,g,,,,,
Curve00231,g,,,,,
Curve00232,g,,,,,
Curve00233,g,,,,,
Curve00234,g,,,,,
Curve00235,g,,,,,
Curve00236,g,,,,,
Curve00237,g,,,,,
Curve00238,g,,,,,
Curve00239,g,,,,,
Curve00240,g,,,,,
Curve00241,g,,,,,
Curve00242,g,,,,,
Curve00243,g,,,,,
Curve00244,g,,,,,
Curve00245,g,,,,,
Curve00246,g,,,,,
Curve00247,g,,,,,
Curve00248,g,,,,,
Curve00249,g,,,,,
Curve00250,g,,,,,
Curve00251,g,,,,,
Curve00252,g,,,,,
Curve00253,g,,,,,
Curve00254,g,,,,,
Curve00255,g,,,,,
Curve00256,g,,,,,
Curve00257,g,,,,,
Curve00258,g,,,,,
Curve00259,g,,,,,
Curve00260,g,,,,,
Curve00261,g,,,,,
Curve00262,g,,,,,
Curve00263,g,,,,,
Curve00264,g,,,,,
Curve00265,g,,,,,
Curve00266,g,,,,,
Curve00267,g,,,,,
Curve00268,g,,,,,
Curve00269,g,,,,,
Curve00270,g,,,,,
Curve00271,g,,,,,
Curve00272,g,,,,,
Curve00273,g,,,,,
Curve00274,g,,,,,
Curve00275,g,,,,,
Curve00276,g,,,,,
Curve00277,g,,,,,
Curve00278,g,,,,,
Curve00279,g,,,,,
Curve00280,g,,,,,
Curve00281,g,,,,,
Curve00282,g,,,,,
Curve00283,g,,,,,
Curve00284,g,,,,,
Curve00285,g,,,,,
Curve00286,g,,,,,
Curve00287,g,,,,,
Curve00288,g,,,,,
Curve00289,g,,,,,
Curve00290,g,,,,,
Curve00291,g,,,,,
Curve00292,g,,,,,
Curve00293,g,,,,,
Curve00294,g,,,,,
Curve00295,g,,,,,
Curve00296,g,,,,,
Curve00297,g,,,,,
Curve00298,g,,,,,
Curve00299,g,,,,,
Curve00300,g,,,,,
Curve00301,g,,,,,
Curve00302,g,,,,,
Curve00303,g,,,,,
Curve00304,g,,,,,
Curve00305,g,,,,,
Curve00306,g,,,,,
Curve00307,g,,,,,
Curve00308,g,,,,,
Curve00309,g,,,,,
Curve00310,g,,,,,
Curve00311,g,,,,,
Curve00312,g,,,,,
Curve00313,g,,,,,
Curve00314,g,,,,,
Curve00315,g,,,,,
Curve00316,g,,,,,
Curve00317,g,,,,,
Curve00318,g,,,,,
Curve00319,g,,,,,
Curve00320,g,,,,,
Curve00321,g,,,,,
Curve00322,g,,,,,
Curve00323,g,,,,,
Curve00324,g,,,,,
Curve00325,g,,,,,
Curve00326,g,,,,,
Curve00327,g,,,,,
Curve00328,g,,,,,
Curve00329,g,,,,,
Curve00330,g,,,,,
Curve00331,g,,,,,
Curve00332,g,,,,,
Curve00333,g,,,,,
Curve00334,g,,,,,
Curve00335,g,,,,,
Curve00336,g,,,,,
Curve00337,g,,,,,
Curve00338,g,,,,,
Curve00339,g,,,,,
Curve00340,g,,,,,
Curve00341,g,,,,,
Curve00342,g,,,,,
Curve00343,g,,,,,
Curve00344,g,,,,,
Curve00345,g,,,,,
Curve00346,g,,,,,
Curve00347,g,,,,,
Curve00348,g,,,,,
Curve00349,g,,,,,
Curve00350,g,,,,,
Curve00351,g,,,,,
Curve00352,g,,,,,
Curve00353,g,,,,,
Curve00354,g,,,,,
Curve00355,g,,,,,
Curve00356,g,,,,,
Curve00357,g,,,,,
Curve00358,g,,,,,
Curve00359,g,,,,,
Curve00360,g,,,,,
Curve00361,g,,,,,
Curve00362,g,,,,,
Curve00363,g,,,,,
Curve00364,g,,,,,
Curve00365,g,,,,,
Curve00366,g,,,,,
Curve00367,g,,,,,
Curve00368,g,,,,,
Curve00369,g,,,,,
Curve00370,g,,,,,
Curve00371,g,,,,,
Curve00372,g,,,,,
Curve00373,g,,,,,
Curve00374,g,,,,,
Curve00375,g,,,,,
Curve00376,g,,,,,
Curve00377,g,,,,,
Curve00378,g,,,,,
Curve00379,g,,,,,
Curve00380,g,,,,,
Curve00381,g,,,,,
Curve00382,g,,,,,
Curve00383,g,,,,,
Curve00384,g,,,,,
Curve00385,g,,,,,
Curve00386,g,,,,,
Curve00387,g,,,,,
Curve00388,g,,,,,
Curve00389,g,,,,,
Curve00390,g,,,,,
Curve00391,g,,,,,
Curve00392,g,,,,,
Curve00393,g,,,,,
Curve00394,g,,,,,
Curve00395,g,,,,,
Curve00396,g,,,,,
Curve00397,g,,,,,
Curve00398,g,,,,,
Curve00399,g,,,,,
Curve00400,g,,,,,
Curve00401,g,,,,,
Curve00402,g,,,,,
Curve00403,g,,,,,
Curve00404,g,,,,,
Curve00405,g,,,,,
Curve00406,g,,,,,
Curve00407,g,,,,,
Curve00408,g,,,,,
Curve00409,g,,,,,
Curve00410,g,,,,,
Curve00411,g,,,,,
Curve00412,g,,,,,
Curve00413,g,,,,,
Curve00414,g,,,,,
Curve00415,g,,,,,
Curve00416,g,,,,,
Curve00417,g,,,,,
Curve00418,g,,,,,
Curve00419,g,,,,,
Curve00420,g,,,,,
Curve00421,g,,,,,
Curve00422,g,,,,,
Curve00423,g,,,,,
Curve00424,g,,,,,
Curve00425,g,,,,,
Curve00426,g,,,,,
Curve00427,g,,,,,
Curve00428,g,,,,,
Curve00429,g,,,,,
Curve00430,g,,,,,
Curve00431,g,,,,,
Curve00432,g,,,,,
Curve00433,g,,,,,
Curve00434,g,,,,,
Curve00435,g,,,,,
Curve00436,g,,,,,
Curve00437,g,,,,,
Curve00438,g,,,,,
Curve00439,g,,,,,
Curve00440,g,,,,,
Curve00441,g,,,,,
Curve00442,g,,,,,
Curve00443,g,,,,,
Curve00444,g,,,,,
Curve00445,g,,,,,
Curve00446,g,,,,,
Curve00447,g,,,,,
Curve00448,g,,,,,
Curve00449,g,,,,,
Curve00450,g,,,,,
Curve00451,g,,,,,
Curve00452,g,,,,,
Curve00453,g,,,,,
Curve00454,g,,,,,
Curve00455,g,,,,,
Curve00456,g,,,,,
Curve00457,g,,,,,
Curve00458,g,,,,,
Curve00459,g,,,,,
Curve00460,g,,,,,
Curve00461,g,,,,,
Curve00462,g,,,,,
Curve00463,g,,,,,
Curve00464,g,,,,,
Curve00465,g,,,,,
Curve00466,g,,,,,
Curve00467,g,,,,,
Curve00468,g,,,,,
Curve00469,g,,,,,
Curve00470,g,,,,,
Curve00471,g,,,,,
Curve00472,g,,,,,
Curve00473,g,,,,,
Curve00474,g,,,,,
Curve00475,g,,,,,
Curve00476,g,,,,,
Curve00477,g,,,,,
Curve00478,g,,,,,
Curve00479,g,,,,,
Curve00480,g,,,,,
Curve00481,g,,,,,
Curve00482,g,,,,,
Curve00483,g,,,,,
Curve00484,g,,,,,
Curve00485,g,,,,,
Curve00486,g,,,,,
Curve00487,g,,,,,
Curve00488,g,,,,,
Curve00489,g,,,,,
Curve00490,g,,,,,
Curve00491,g,,,,,
Curve00492,g,,,,,
Curve00493,g,,,,,
Curve00494,g,,,,,
Curve00495,g,,,,,
Curve00496,g,,,,,
Curve00497,g,,,,,
Curve00498,g,,,,,
Curve00499,g,,,,,
Curve00500,g,,,,,
Curve00501,g,,,,,
Curve00502,g,,,,,
Curve00503,g,,,,,
Curve00504,g,,,,,
Curve00505,g,,,,,
Curve00506,g,,,,,
Curve00507,g,,,,,
Curve00508,g,,,,,
Curve00509,g,,,,,
Curve00510,g,,,,,
Curve00511,g,,,,,
Curve00512,g,,,,,
Curve00513,g,,,,,
Curve00514,g,,,,,
Curve00515,g,,,,,
Curve00516,g,,,,,
Curve00517,g,,,,,
Curve00518,g,,,,,
Curve00519,g,,,,,
Curve00520,g,,,,,
Curve00521,g,,,,,
Curve00522,g,,,,,
Curve00523,g,,,,,
Curve00524,g,,,,,
Curve00525,g,,,,,
Curve00526,g,,,,,
Curve00527,g,,,,,
Curve00528,g,,,,,
Curve00529,g,,,,,
Curve00530,g,,,,,
Curve00531,g,,,,,
Curve00532,g,,,,,
Curve00533,g,,,,,
Curve00534,g,,,,,
Curve00535,g,,,,,
Curve00536,g,,,,,
Curve00537,g,,,,,
Curve00538,g,,,,,
Curve00539,g,,,,,
Curve00540,g,,,,,
Curve00541,g,,,,,
Curve00542,g,,,,,
Curve00543,g,,,,,
