label,gr,exit_lag_rate,N_max,shape
Curve02223,0.2727591038983101,0.21403485673379674,0.34213429780069926,2.7410620613319647
Curve01813,0.2422680600191075,0.24626803538387296,0.3358108792058,3.323333724882406
Curve02306,0.30647086395486506,0.16832456828066972,0.3537219830232611,2.183599437347169
Curve02551,0.2825261306816663,0.17255741133805053,0.33246179082189237,2.693952412406181
Curve01568,0.3155817308340708,0.18761368457536878,0.3503314617439731,2.172089964329961
Curve01733,0.25912387020406275,0.3343518450149979,0.3465104775186112,2.6278727893500498
Curve02389,0.2604848200759324,0.22581374959937486,0.3325504999868684,2.87181696503344
Curve01242,0.26145272495745786,0.2823851131318372,0.3497609171409024,2.7385047829138456
Curve00255,0.22525589581492197,0.27473027152963814,0.27435992491625033,3.0665929335390305
Curve00665,0.22400758450339664,0.08565111881356408,0.36915564802849304,2.3366732507510393
Curve00748,0.2425631497926432,0.29677447062054113,0.3353648921689853,3.536981590706251
Curve01323,0.23475121816022063,0.34826661729617314,0.3357333405723531,3.722722206788332
Curve00585,0.23597745488539354,0.27952890358933147,0.3142829665012551,3.5071503218974858
Curve00174,0.20305997393401487,0.6365334038419551,0.33700958197363184,3.7046400306674347
Curve01898,0.2590970689390747,0.26177795495982425,0.3437272893918836,2.7304689533248654
Curve00995,0.33922456270193097,0.07435777812824672,0.3210157603754847,2.8735450104320304
Curve02471,0.29701146434515135,0.23962650677551048,0.34741513009677744,2.385130520523313
Curve01979,0.23335451522751222,0.33459311097158967,0.3247527280199102,2.7224083387126523
Curve02059,0.23505404978042893,0.2365147951114591,0.322890580522084,3.4825432535226954
Curve00256,0.25995259416425076,0.2338312445380009,0.32670370360190376,3.121402196720639
Curve02224,0.30331303718632546,0.18168710375116243,0.35139417474581996,2.2760649638631816
Curve01487,0.25548090479380686,0.1434139747079168,0.3255675844225365,2.893473472033304
Curve02552,0.35581491968715434,0.12407383400132319,0.3471333894248967,2.076317971428792
Curve01076,0.2563361678659262,0.21122000108647526,0.33317617293320484,2.8497635710832765
Curve00830,0.2715974891696391,0.1781844874807192,0.3399134180146873,2.8408273810547247
Curve01650,0.30396623486317376,0.1569862432035683,0.3441129898408954,2.3098550759430716
Curve01243,0.347137688509915,0.20081457234626496,0.35833025514013817,2.16945908038311
Curve01407,0.22801219856297109,0.3145100795421196,0.35465320154026647,3.738455574741552
Curve02307,0.27032793034666236,0.21638713269675397,0.335162358903893,2.795840870327999
Curve02472,0.44504479382651546,0.15968582166656092,0.3771438759302372,2.3186584667353483
Curve01814,0.28494199254655317,0.19609495175197225,0.3464876392950293,2.3098692622153854
Curve02143,0.2715394993966804,0.1848699803531188,0.33548994131340676,2.758639212410156
Curve00913,0.3529327928246379,0.14315555607144692,0.3535315365802703,2.2888022688778613
Curve00175,0.20336416422872103,0.6101746795305272,0.32738141423720085,4.0083062680791475
Curve02390,0.27364446562531636,0.2065017951087232,0.33561835501959464,2.6847145986357934
Curve00091,0.18787614223074983,0.7240770064595178,0.3279474960974975,4.297572621631793
Curve01324,0.26256288954553764,0.2532726146680408,0.33724688267838104,3.07285264042752
Curve01569,0.2631201065232438,0.22796965549211298,0.3288032584346745,2.6126845906871634
Curve01160,0.23888196633158473,0.37662181545440915,0.3369868426287522,3.0417657863900347
Curve00586,0.23946414976838823,0.2767596644577754,0.3191138751671564,3.2501244698093514
Curve02060,0.28284001426716465,0.18750514341188593,0.3337508022860623,2.4972522699875155
Curve02553,0.2762936940580256,0.18902431049627083,0.3275518035863703,2.726308687107108
Curve00002,0.00021627632488460582,0.3967240335688165,0.10384769909550329,49.22637158480311
Curve00996,0.4573410751216486,0.04475493503172899,0.33390937708034374,1.7213254028201697
Curve01408,0.25615170016835054,0.2643598912018438,0.39192038044526506,2.768606827276765
Curve00419,0.2527236481930601,0.27516714226867245,0.3366217712657615,2.9748541985426997
Curve01488,0.2175807192348013,0.23299289752563912,0.327038286962584,3.1834560556062916
Curve01980,0.2261330626559705,0.3641987488132992,0.3258473787975561,2.9299194464169487
Curve01734,0.28191951858187525,0.19244286331238986,0.33698610374704946,2.6289164024842564
Curve02144,0.32094820438974025,0.17453785046426804,0.34479172250158874,2.3176625207984327
Curve01651,0.2827713738520343,0.18359250140715302,0.33500508892737846,2.616836902546817
Curve00176,0.19782903206814523,0.6166287977585548,0.33109326892799223,3.9299773714492745
Curve01899,0.2584838753667173,0.2608132248711267,0.34508720909793805,2.559882349771935
Curve00749,0.23440189385230215,0.3093767651375081,0.3364588739421877,3.618189747897328
Curve02473,0.2492405915377445,0.24291414155192442,0.32878962693633607,3.120007129984099
Curve01077,0.24612744864798403,0.232076157337487,0.3252696105080904,2.8837072399719474
Curve02225,0.30574465479219043,0.1690596216437228,0.3505728602064807,2.4860943322557696
Curve00337,0.24227646878774156,0.30130788616585014,0.34574525323622946,3.032319336876996
Curve01244,0.2989275608535607,0.21065315287203548,0.33972981717788864,2.4973368588833202
Curve01570,0.28398158878939717,0.2166475520980808,0.3406905429030044,2.5339098968423315
Curve00092,0.20632208753087591,0.5356391910787199,0.3308784528239898,3.735494914961491
Curve02391,0.25869653785847774,0.23054200474388953,0.33363829533955053,2.9471629784523348
Curve00831,0.25663243258756596,0.2244686671052724,0.33061624004412715,2.7291847187241265
Curve01325,0.2414136651684014,0.311543021046263,0.33465782908749975,3.4734550933782704
Curve02308,0.2900115800022455,0.18043885449405422,0.35545281397050693,2.4046209198043638
Curve01161,0.23510961826884774,0.38141815835477894,0.33333990848827033,3.1018143495252755
Curve00997,0.3484617154895358,0.03943670942552128,0.351684438032167,3.080867442309544
Curve00499,0.3020668387413631,0.048603232713858115,0.3026953298450367,4.069543500069695
Curve00666,0.17403917454413198,0.12489996101885958,0.3683899228761454,4.232735867806497
Curve01489,0.24598031520661678,0.1714607385159228,0.3227390815342432,3.0165949269755035
Curve00914,0.2632737701138565,0.15278099103238837,0.34604574645618774,2.4937502832166594
Curve00257,0.23867289758447444,0.2644482733745945,0.2784574070912728,2.7398513459407328
Curve02061,0.2558802013352783,0.21783671590595394,0.32793712569798444,2.9691080539409427
