label,gr,lag_loglin,N_max_emp
Cond00265,0.1342443952441953,7.77064741989685,0.20565476190476187
Cond00266,0.13754804083158045,8.225815666790142,0.21090476190476184
Cond00267,0.1282626881304658,8.206531414538565,0.20035714285714282
Cond00268,0.13227600174674803,8.131756038436116,0.2059642857142857
Cond00269,0.1375609814425132,8.185627439281186,0.21022619047619043
Cond00270,0.1446249915215785,8.315290154701616,0.2129642857142857
Cond00271,0.1289262803573474,8.27876862588129,0.19613095238095235
Cond00272,0.12917387656428622,8.061312657186873,0.19785714285714284
Cond00273,0.1309416632836328,8.054884967049144,0.19676190476190472
Cond00274,0.13752565471290645,8.129392260530814,0.2101666666666666
Cond00275,0.1332522039882425,8.134560335662409,0.20505952380952377
Cond00276,0.12838605194035602,8.111117120363891,0.203047619047619
Cond00277,0.14004675665234972,8.08124813238326,0.20879761904761904
Cond00278,0.1441438008070218,8.074837537472211,0.21076190476190473
Cond00279,0.13326456032145179,8.059350010848496,0.20363095238095233
Cond00280,0.1414059206339621,8.00845900590733,0.20758333333333331
Cond00281,0.09397368104200503,6.907938457432086,0.1619880952380952
Cond00282,0.02483874541695036,14.294836753569989,0.09994047619047614
Cond00283,0.13164156685524547,8.094511298832993,0.19074999999999998
Cond00284,0.1291055498077467,8.05055565803671,0.1902380952380952
Cond00285,0.1299907455120165,8.095824628018502,0.18780952380952376
Cond00286,0.14045443472734515,8.487971223728977,0.19659523809523807
Cond00287,0.13084265323508165,8.094755367348931,0.19201190476190474
Cond00288,0.13850203147570328,8.08155075019414,0.19278571428571425
Cond00289,0.13710131594995886,8.073237252091948,0.19220238095238093
Cond00290,0.13509546243794512,8.286579405623362,0.19316666666666663
Cond00291,0.006969940425326951,8.919801752385679,0.08715476190476183
Cond00292,0.11922817837021661,9.081773110475218,0.14853571428571424
Cond00293,0.10353386176321494,8.810514812533844,0.14438095238095236
Cond00294,0.10771936467912908,8.520898533759786,0.15353571428571425
Cond00295,0.1165817354120459,8.508708696563646,0.1654285714285714
Cond00296,0.11759283315990586,8.60072626781203,0.16641666666666663
Cond00297,0.12121979351072049,8.544526855505413,0.16838095238095238
Cond00298,0.11956163797166951,8.65840490635845,0.17654761904761898
Cond00299,0.13714289165776503,8.300974441925414,0.20691666666666664
Cond00300,0.1342306040146319,8.12964125392381,0.20308333333333328
Cond00301,0.1326788868806407,8.092170238232011,0.20282142857142857
Cond00302,0.14105560871489184,8.0753074081137,0.2037738095238095
Cond00303,0.1350350291919843,8.40568685875717,0.19297619047619044
Cond00304,0.1329422311604214,8.45162753962717,0.1909523809523809
Cond00305,0.1301509714338525,8.220496261783413,0.2001547619047619
Cond00306,0.1354298464518097,8.077274297567092,0.2047380952380952
Cond00307,0.13680024727659448,8.432032597699282,0.20282142857142857
Cond00308,0.12759894086150106,8.119914925602076,0.20411904761904762
Cond00309,0.13112772151566895,8.244654217522022,0.2026785714285714
Cond00310,0.13114927521375552,8.576224867220157,0.20411904761904762
Cond00311,0.13559637943992375,8.530798768564813,0.2021785714285714
